date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:33:22	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:23%20GMT	https://www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://www.gmanzola.fr/assets/bootstrap/css/bootstrap.min.css)
13:33:23	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:24%20GMT	https://www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://www.gmanzola.fr/assets/bootstrap/css/bootstrap.min.css)
13:33:23	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:24%20GMT	https://www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://www.gmanzola.fr/assets/bootstrap/css/bootstrap.min.css)
13:33:23	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:24%20GMT	https://www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://www.gmanzola.fr/assets/bootstrap/css/bootstrap.min.css)
13:33:24	134396/134396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Mar%202019%2001:19:05%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-brands-400.eot	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-brands-400.eot	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:24	134396/134396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Mar%202019%2001:19:05%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-brands-400.eot?	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-brands-400d41d.eot	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:24	74288/74288	---M--	200	added ('OK')	application/x-font-woff2	date:Tue,%2012%20Mar%202019%2001:19:06%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-brands-400.woff2	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-brands-400.woff2	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:25	87048/87048	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2012%20Mar%202019%2001:19:06%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-brands-400.woff	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-brands-400.woff	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:25	134160/134160	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2012%20Mar%202019%2001:19:05%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-brands-400.ttf	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-brands-400.ttf	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:26	40308/40308	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Mar%202019%2001:19:06%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-regular-400.eot	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-regular-400.eot	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:26	749737/749737	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2012%20Mar%202019%2001:19:06%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-brands-400.svg	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-brands-400.svg	(from https://www.gmanzola.fr/assets/css/all.min.css)
